,BUYER_STATE,BUYER_COUNTY,MONTH,YEAR,MME_monthly
4795,OK,MARSHALL,8,2011,93700606.8
4796,OK,MARSHALL,9,2011,91609501.44999999
4797,OK,MARSHALL,10,2011,192692147.4
4798,OK,MARSHALL,11,2011,137811295.406625
4799,OK,MARSHALL,12,2011,150810393.70999998
4800,OK,MARSHALL,1,2012,3681931.0000000005
4801,OK,MARSHALL,2,2012,86317685.85000001
4802,OK,MARSHALL,3,2012,90114762.375
4803,OK,MARSHALL,4,2012,72322594.46249999
4804,OK,MARSHALL,5,2012,116528021.71
4805,OK,MARSHALL,6,2012,102409905.1425
4806,OK,MARSHALL,7,2012,88722066.85
4807,OK,MARSHALL,8,2012,105275327.21
4808,OK,MARSHALL,9,2012,87082597.94
4809,OK,MARSHALL,10,2012,168846439.17
4810,OK,MARSHALL,11,2012,170355452.81249997
4811,OK,MARSHALL,12,2012,130810397.32499999
4812,OK,MARSHALL,1,2013,2812604.5799999996
4813,OK,MARSHALL,2,2013,71566550.0
4814,OK,MARSHALL,3,2013,85200715.3725
4815,OK,MARSHALL,4,2013,97682170.56
4816,OK,MARSHALL,5,2013,101281632.22013749
4817,OK,MARSHALL,6,2013,98795831.9
4818,OK,MARSHALL,7,2013,112161898.82
4819,OK,MARSHALL,8,2013,120049970.7825
4820,OK,MARSHALL,9,2013,90936131.22
4821,OK,MARSHALL,10,2013,188939266.725
4822,OK,MARSHALL,11,2013,145877510.625
4823,OK,MARSHALL,12,2013,123487319.69000001
4824,OK,MARSHALL,1,2014,1898936.4
4825,OK,MARSHALL,2,2014,69796666.3625
4826,OK,MARSHALL,3,2014,84888159.95
4827,OK,MARSHALL,4,2014,78602518.35000001
4828,OK,MARSHALL,5,2014,101013126.49999999
4829,OK,MARSHALL,6,2014,55196555.1375
4830,OK,MARSHALL,7,2014,102212808.22499998
4831,OK,MARSHALL,8,2014,71363040.2625
4832,OK,MARSHALL,9,2014,100560250.67499998
4833,OK,MARSHALL,10,2014,85252980.64999999
4834,OK,MARSHALL,11,2014,76925548.175
4835,OK,MARSHALL,12,2014,176568994.185
4836,OK,MAYES,1,2006,39150889.440000005
4837,OK,MAYES,2,2006,385194845.715
4838,OK,MAYES,3,2006,555523470.4005
4839,OK,MAYES,4,2006,640579961.5679998
4840,OK,MAYES,5,2006,734611322.5439999
4841,OK,MAYES,6,2006,749310329.1135
4842,OK,MAYES,7,2006,531737680.6875
4843,OK,MAYES,8,2006,881661977.2624999
4844,OK,MAYES,9,2006,728251736.663
4845,OK,MAYES,10,2006,1008258527.8499999
4846,OK,MAYES,11,2006,1169388707.322
4847,OK,MAYES,12,2006,1203158060.565
4848,OK,MAYES,1,2007,19110027.6375
4849,OK,MAYES,2,2007,716012901.0
4850,OK,MAYES,3,2007,1024036807.4465
4851,OK,MAYES,4,2007,860051599.404
4852,OK,MAYES,5,2007,1007165211.2249999
4853,OK,MAYES,6,2007,791981464.217
4854,OK,MAYES,7,2007,954721199.4925001
4855,OK,MAYES,8,2007,1343873816.72
4856,OK,MAYES,9,2007,656390655.3645
4857,OK,MAYES,10,2007,1937396898.3710003
4858,OK,MAYES,11,2007,1578921288.2849998
4859,OK,MAYES,12,2007,1618580993.7180002
4860,OK,MAYES,1,2008,16968305.038999997
4861,OK,MAYES,2,2008,826076025.2179999
4862,OK,MAYES,3,2008,948256126.352
4863,OK,MAYES,4,2008,1135343347.2159998
4864,OK,MAYES,5,2008,799863074.0265
4865,OK,MAYES,6,2008,985003923.767
4866,OK,MAYES,7,2008,1122734228.0900002
4867,OK,MAYES,8,2008,922814383.995
4868,OK,MAYES,9,2008,1139925408.8774998
4869,OK,MAYES,10,2008,1753968908.2515001
4870,OK,MAYES,11,2008,1448966078.364
4871,OK,MAYES,12,2008,1961928866.09835
4872,OK,MAYES,1,2009,9247851.4625
4873,OK,MAYES,2,2009,965334016.9602375
4874,OK,MAYES,3,2009,1254116931.21
4875,OK,MAYES,4,2009,1174234485.95
4876,OK,MAYES,5,2009,1104386270.4
4877,OK,MAYES,6,2009,1331454628.075
4878,OK,MAYES,7,2009,1261783221.12
4879,OK,MAYES,8,2009,1204503160.6799998
4880,OK,MAYES,9,2009,1265106405.9375
4881,OK,MAYES,10,2009,2008357110.1
4882,OK,MAYES,11,2009,2080312565.7
4883,OK,MAYES,12,2009,2445786661.95
4884,OK,MAYES,1,2010,1450122.525
4885,OK,MAYES,2,2010,1189604805.3125
4886,OK,MAYES,3,2010,1660854806.625
4887,OK,MAYES,4,2010,1590227724.8874998
4888,OK,MAYES,5,2010,1563878881.3799999
4889,OK,MAYES,6,2010,1641676123.5107627
4890,OK,MAYES,7,2010,1564853014.78275
4891,OK,MAYES,8,2010,1608112659.2363248
4892,OK,MAYES,9,2010,1707224421.425775
4893,OK,MAYES,10,2010,2170827887.1526
4894,OK,MAYES,11,2010,3079144317.4049997
4895,OK,MAYES,12,2010,2674145500.435
4896,OK,MAYES,1,2011,48567997.074999996
4897,OK,MAYES,2,2011,1330955299.3274999
4898,OK,MAYES,3,2011,1687346014.7050002
4899,OK,MAYES,4,2011,1483145746.9499998
4900,OK,MAYES,5,2011,1312964965.8675
4901,OK,MAYES,6,2011,1598174187.4799998
4902,OK,MAYES,7,2011,1331824399.7624998
4903,OK,MAYES,8,2011,1483673910.25
4904,OK,MAYES,9,2011,1451805759.195
4905,OK,MAYES,10,2011,2439784372.545
4906,OK,MAYES,11,2011,2257037819.0222626
4907,OK,MAYES,12,2011,2064483752.3
4908,OK,MAYES,1,2012,42426496.765
4909,OK,MAYES,2,2012,1115494814.5775
4910,OK,MAYES,3,2012,1299908233.165
4911,OK,MAYES,4,2012,1270031817.06
4912,OK,MAYES,5,2012,1543786547.97
4913,OK,MAYES,6,2012,1419961593.1375
4914,OK,MAYES,7,2012,1365741274.5900002
4915,OK,MAYES,8,2012,1511528010.825
4916,OK,MAYES,9,2012,1201625319.1799998
4917,OK,MAYES,10,2012,2464036639.57
4918,OK,MAYES,11,2012,2536279465.005
4919,OK,MAYES,12,2012,2130706105.4475
4920,OK,MAYES,1,2013,31012011.5625
4921,OK,MAYES,2,2013,1195675172.91
4922,OK,MAYES,3,2013,1321581418.8955874
4923,OK,MAYES,4,2013,1160732195.2
4924,OK,MAYES,5,2013,1331359941.105
4925,OK,MAYES,6,2013,1163950210.8675
4926,OK,MAYES,7,2013,1621846147.3950002
4927,OK,MAYES,8,2013,1265493453.1200001
4928,OK,MAYES,9,2013,1396831624.995
4929,OK,MAYES,10,2013,2762870818.6400003
4930,OK,MAYES,11,2013,2114420191.8
4931,OK,MAYES,12,2013,2090152839.5449998
4932,OK,MAYES,1,2014,32451933.375
4933,OK,MAYES,2,2014,980594997.3599999
4934,OK,MAYES,3,2014,1301259957.33
4935,OK,MAYES,4,2014,1215098868.31
4936,OK,MAYES,5,2014,1250175927.4750001
4937,OK,MAYES,6,2014,1295578114.4450002
4938,OK,MAYES,7,2014,1433721519.7424998
4939,OK,MAYES,8,2014,1276667909.6399999
4940,OK,MAYES,9,2014,1406207865.8899999
4941,OK,MAYES,10,2014,1716692428.3274999
4942,OK,MAYES,11,2014,1720444263.105
4943,OK,MAYES,12,2014,2399998841.64
4944,OK,MCCLAIN,1,2006,15979577.4225
4945,OK,MCCLAIN,2,2006,387070783.7355
4946,OK,MCCLAIN,3,2006,700003584.744
4947,OK,MCCLAIN,4,2006,462679913.345
4948,OK,MCCLAIN,5,2006,612541886.985
4949,OK,MCCLAIN,6,2006,550987454.7725
4950,OK,MCCLAIN,7,2006,487987770.34000003
4951,OK,MCCLAIN,8,2006,614462059.6800001
4952,OK,MCCLAIN,9,2006,449947621.2024999
4953,OK,MCCLAIN,10,2006,1043130882.01
4954,OK,MCCLAIN,11,2006,1090670247.114
4955,OK,MCCLAIN,12,2006,725047867.7018249
4956,OK,MCCLAIN,1,2007,20013801.154999997
4957,OK,MCCLAIN,2,2007,494559667.9625
4958,OK,MCCLAIN,3,2007,643272662.5815
