,BUYER_STATE,BUYER_COUNTY,YEAR,MME
548,LA,WEST CARROLL,2010,1885093524.3924
549,LA,WEST CARROLL,2011,2557713587.8147874
550,LA,WEST CARROLL,2012,3031230337.4166503
551,LA,WEST CARROLL,2013,3152387577.27
552,LA,WEST CARROLL,2014,2363291827.66
553,LA,WEST FELICIANA,2006,863303570.269
554,LA,WEST FELICIANA,2007,1056981845.6364999
555,LA,WEST FELICIANA,2008,1125237242.2
556,LA,WEST FELICIANA,2009,1769259154.3125
557,LA,WEST FELICIANA,2010,2015790512.5575
558,LA,WEST FELICIANA,2011,2613764490.996662
559,LA,WEST FELICIANA,2012,2521873893.1004124
560,LA,WEST FELICIANA,2013,2795448323.6025
561,LA,WEST FELICIANA,2014,2128491300.11
562,LA,WINN,2006,10327216896.329624
563,LA,WINN,2007,9615023007.6
564,LA,WINN,2008,12967522845.765413
565,LA,WINN,2009,13923055832.515
566,LA,WINN,2010,13710159180.033325
567,LA,WINN,2011,17897806710.50625
568,LA,WINN,2012,15729858958.255
569,LA,WINN,2013,16270951853.075176
570,LA,WINN,2014,11917531934.025
